marca,modelo,year,kilometraje,combustible,ciudad,precio,marca_cat,modelo_cat,combustible_cat,ciudad_cat,depreciacion_estimada,prediction,grupo_depreciacion,scaledFeatures_0,scaledFeatures_1,scaledFeatures_2,scaledFeatures_3,scaledFeatures_4,scaledFeatures_5
audi,Q2 1.4 35 Tfsi Stronic Auto,2019,88292.0,bencina,santiago,16690000.0,1,510,0,70,189.02970790436387,0,Depreciacion Media,0.043393259905051405,0.349738844617359,-0.6269417179081257,-0.231848868924735,-1.6972553863395938,-0.5034976824218809
audi,Q3,2016,62708.0,bencina,santiago,15980000.0,1,511,0,70,254.82785565070404,0,Depreciacion Media,-0.02833227686780104,-0.14943593232719404,-1.4712616204411084,-0.1986343153640733,-1.6972553863395938,-0.5034976824218809
audi,Q3 Sportback S-line 35 Tfsi,2021,22500.0,bencina,santiago,33980000.0,1,515,0,70,1510.1551042175904,2,Depreciacion Baja,1.7900616131481766,-0.9339426330536867,-0.06406178288613719,0.4350481751282537,-1.6972553863395938,-0.5034976824218809
audi,Q3 35 Tfsi 1.4,2021,30273.0,bencina,santiago,25990000.0,1,513,0,70,858.4924357534518,0,Depreciacion Media,0.9828967697466398,-0.7822820037076107,-0.06406178288613719,0.10609234055630282,-1.6972553863395938,-0.5034976824218809
audi,Q3 35 Tfsi 1.4 Turbo,2021,80500.0,bencina,santiago,21970000.0,1,514,0,70,272.9158643992,0,Depreciacion Media,0.5767888009764048,0.19770750229590975,-0.06406178288613719,-0.18950358515417837,-1.6972553863395938,-0.5034976824218809
audi,Q3 2.0 40 Tfsi Stronic Sport,2022,92406.0,bencina,santiago,24500000.0,1,512,0,70,265.13142943716383,0,Depreciacion Media,0.8323741644064283,0.4300079593902597,0.21737818462485708,-0.19343312634708254,-1.6972553863395938,-0.5034976824218809
audi,Q5 2.0 45 Tfsi S-tronic Auto,2021,53309.0,bencina,santiago,31690000.0,1,517,0,70,594.4475708122303,0,Depreciacion Media,1.5587215015850326,-0.33282178788151917,-0.06406178288613719,-0.02719609702734784,-1.6972553863395938,-0.5034976824218809
audi,Q5 2.0 50 Tfsi E Hybrid Spor,2025,8136.0,hibrido,santiago,62490000.0,1,518,3,70,7679.734545901438,2,Depreciacion Baja,4.670195491167927,-1.2142016424357833,1.0616980871578399,3.5494189261493343,-1.6972553863395938,4.9049526974395325
audi,Q7 2.0 Tfsi Quattro Tiptroni,2018,121130.0,bencina,santiago,28990000.0,1,520,0,70,239.3276700431764,1,Depreciacion Alta,1.2859624180826361,0.9904479333175322,-0.90838168541912,-0.2064587262737263,-1.6972553863395938,-0.5034976824218809
audi,Q8 : 3.0 55 Tfsi Sline Quatt,2023,70030.0,bencina,santiago,55990000.0,1,521,0,70,799.5030772086648,2,Depreciacion Baja,4.013553253106602,-0.006574858343922573,0.49881815213585134,0.07631482741948528,-1.6972553863395938,-0.5034976824218809
audi,Sq7 4.0 Tfsi Quattro 7p,2025,15000.0,bencina,santiago,112990000.0,1,616,0,70,7532.164522365176,2,Depreciacion Baja,9.771800571490532,-1.0802767022799276,1.0616980871578399,3.4749263664257835,-1.6972553863395938,-0.5034976824218809
bmw,120i Lci 1.6,2016,98188.0,bencina,santiago,14950000.0,3,7,0,70,152.25738117304383,1,Depreciacion Alta,-0.13238481612982642,0.5428217711590764,-1.4712616204411084,-0.25041134306118235,-1.607287942491217,-0.5034976824218809
bmw,220 2.0i A Coupe,2018,52471.0,bencina,santiago,21990000.0,3,26,0,70,419.08065253849674,0,Depreciacion Media,0.5788092386319781,-0.3491721812163978,-0.90838168541912,-0.11572038075378588,-1.607287942491217,-0.5034976824218809
bmw,220i Cabriolet Otto,2018,22000.0,bencina,santiago,29950000.0,3,28,0,70,1361.3017590109541,0,Depreciacion Media,1.382943425550155,-0.9436982376687695,-0.90838168541912,0.3599078014795975,-1.607287942491217,-0.5034976824218809
bmw,318 1.5 Sport Lci At 4p,2017,154921.0,bencina,santiago,10990000.0,3,40,0,70,70.93892410374252,1,Depreciacion Alta,-0.5324314719333415,1.6497512044140532,-1.1898216529301142,-0.29146046587556906,-1.607287942491217,-0.5034976824218809
bmw,320d 2.0 M Auto,2022,63006.0,diesel,santiago,29980000.0,3,42,1,70,475.82014696779726,2,Depreciacion Baja,1.385974082033515,-0.14362159197660473,0.21737818462485708,-0.08707858700615426,-1.607287942491217,1.2993191108652569
bmw,325,2011,98849.0,bencina,santiago,10490000.0,3,44,0,70,106.12038442083966,1,Depreciacion Alta,-0.5829424133226742,0.5557186804602158,-2.87846145799608,-0.2737010526083542,-1.607287942491217,-0.5034976824218809
bmw,520 2.0 Heritage Lci At 4p R,2022,59341.0,diesel,santiago,35490000.0,3,59,1,70,598.0587105254289,2,Depreciacion Baja,1.9426046561439614,-0.21513017380516114,0.21737818462485708,-0.025373212986881256,-1.607287942491217,1.2993191108652569
bmw,540i 3.0,2020,91524.0,bencina,santiago,32950000.0,3,60,0,70,360.01092597650916,0,Depreciacion Media,1.686009073886151,0.41279907284925377,-0.34550175039713144,-0.14553846323644828,-1.607287942491217,-0.5034976824218809
bmw,M440i 3.0 M Cabrio Xdrive,2021,50997.0,bencina,santiago,52990000.0,3,413,0,70,1039.0603553080514,2,Depreciacion Baja,3.710487604770606,-0.37793170362166173,-0.06406178288613719,0.19724206195126556,-1.607287942491217,-0.5034976824218809
bmw,X1 Sdrive 20i 2.0,2015,200387.0,bencina,santiago,13800000.0,3,760,0,70,68.86639918557998,1,Depreciacion Alta,-0.24855998132529164,2.536847843272756,-1.7527015879521028,-0.2925066653850977,-1.607287942491217,-0.5034976824218809
bmw,X1 Sdrive,2018,165500.0,diesel,santiago,15970000.0,3,759,1,70,96.4948852272796,1,Depreciacion Alta,-0.02934249569558769,1.8561602868599736,-0.90838168541912,-0.27855995319238147,-1.607287942491217,1.2993191108652569
bmw,X3 Xdrive 35i 3.0,2015,162001.0,bencina,santiago,16950000.0,3,765,0,70,104.62833792175405,1,Depreciacion Alta,0.06965894942750442,1.7878905657636246,-1.7527015879521028,-0.27445422971221317,-1.607287942491217,-0.5034976824218809
bmw,X5 M 4.4,2013,90000.0,bencina,santiago,32900000.0,3,770,0,70,365.5514938722903,1,Depreciacion Alta,1.6809579797472178,0.3830639899824816,-2.3155815229740915,-0.14274161415430764,-1.607287942491217,-0.5034976824218809
bmw,X5 Xdrive 35i 3.0 Biturbo Xd,2017,123400.0,bencina,santiago,24970000.0,3,773,0,70,202.34844126060565,1,Depreciacion Alta,0.8798544493124011,1.034738378270008,-1.1898216529301142,-0.22512564346060068,-1.607287942491217,-0.5034976824218809
bmw,X5 Xdrive 25d 4x4,2020,92340.0,diesel,santiago,36990000.0,3,772,1,70,400.58045721835373,2,Depreciacion Baja,2.0941374803119595,0.42872021958106876,-0.34550175039713144,-0.12505918054359869,-1.607287942491217,1.2993191108652569
bmw,X5 Xdrive 40 Msport,2023,51500.0,bencina,santiago,59970000.0,3,774,0,70,1164.4434088658472,2,Depreciacion Baja,4.4156203465656905,-0.3681175653788885,0.49881815213585134,0.26053475772819745,-1.607287942491217,-0.5034976824218809
byd,Dolphin 4x2 At 5p,2025,37699.0,electrico,santiago,18990000.0,5,242,2,70,503.7135278514589,2,Depreciacion Baja,0.2757435902959819,-0.637391763964402,1.0616980871578399,-0.07299815731199392,-1.5173204986428404,3.102135904152395
changan,Cs55 1.5t Elite 4x2 At 5p,2024,44387.0,bencina,araucania,15490000.0,7,219,0,2,348.968189600793,0,Depreciacion Media,-0.0778329994293471,-0.5069007966330554,0.7802581196468457,-0.15111277758069808,-1.4273530547944637,-0.5034976824218809
changan,Cs75,2017,75500.0,bencina,santiago,8000000.0,7,221,0,70,105.95886147203348,1,Depreciacion Alta,-0.834486901441551,0.10015145614508247,-1.1898216529301142,-0.2737825885302327,-1.4273530547944637,-0.5034976824218809
changan,Cx70 1.6,2018,92300.0,bencina,araucania,7190000.0,7,234,0,2,77.89731422194775,1,Depreciacion Alta,-0.91631462649227,0.42793977121186216,-0.90838168541912,-0.2879479077080032,-1.4273530547944637,-0.5034976824218809
chery,Arrizo 1.5,2023,87626.0,bencina,santiago,7390000.0,8,92,0,70,84.33473701028223,0,Depreciacion Media,-0.896110249936537,0.3367443792700688,0.49881815213585134,-0.28469833106611897,-1.3823693328702753,-0.5034976824218809
chery,Tiggo 1.5t Glx 4x2 Cvt At 5p,2021,45048.0,bencina,santiago,12480000.0,8,653,0,70,277.03167661879286,0,Depreciacion Media,-0.38190886659313,-0.494003887331916,-0.06406178288613719,-0.18742594512789212,-1.3823693328702753,-0.5034976824218809
chery,Tiggo Tiggo 8,2022,10800.0,bencina,santiago,14490000.0,8,669,0,70,1341.5424497731692,0,Depreciacion Media,-0.17885488220801252,-1.1622237810466225,0.21737818462485708,0.3499334077089676,-1.3823693328702753,-0.5034976824218809
chery,Tiggo 1.5t Glx 4x2 Cvt At 5p,2022,96449.0,bencina,santiago,11390000.0,8,653,0,70,118.09227579056505,0,Depreciacion Media,-0.4920227188218753,0.5088917783078186,0.21737818462485708,-0.26765770578565756,-1.3823693328702753,-0.5034976824218809
chery,Tiggo Max 2.0l Awd,2023,40589.0,bencina,atacama,15490000.0,8,668,0,4,381.62108893816213,0,Depreciacion Media,-0.0778329994293471,-0.5810043692892238,0.49881815213585134,-0.1346297683912446,-1.3823693328702753,-0.5034976824218809
chery,Tiggo Max 2.0l Awd,2023,53794.0,bencina,santiago,15990000.0,8,668,0,70,297.2395204015243,0,Depreciacion Media,-0.027322058040014384,-0.32335885140488896,0.49881815213585134,-0.1772251335145538,-1.3823693328702753,-0.5034976824218809
chery,Tiggo 1.5 Gls Mt 5p,2024,2413.0,bencina,antofagasta,11790000.0,8,652,0,1,4884.009942004971,0,Depreciacion Media,-0.4516139657104091,-1.3258642928600202,0.7802581196468457,2.1381520778033805,-1.3823693328702753,-0.5034976824218809
chery,Tiggo 2.0 Tgdi Glx Pro Max Awd,2024,34731.0,bencina,antofagasta,20590000.0,8,659,0,1,592.8250604629736,0,Depreciacion Media,0.43737860274184653,-0.695301032959533,0.7802581196468457,-0.028015131585978126,-1.3823693328702753,-0.5034976824218809
chery,Tiggo 2.0 Tgdi Glx Pro Max Awd,2024,39882.0,bencina,antofagasta,20790000.0,8,659,0,1,521.2747285810997,0,Depreciacion Media,0.45758297929757963,-0.5947987942149507,0.7802581196468457,-0.06413335697638525,-1.3823693328702753,-0.5034976824218809
chery,Tiggo 2.0 Max At 4x4,2024,25829.0,bencina,antofagasta,20590000.0,8,658,0,1,797.1351142082849,0,Depreciacion Media,0.43737860274184653,-0.868989817526466,0.7802581196468457,0.0751194923439602,-1.3823693328702753,-0.5034976824218809
chery,Tiggo 2.0 Tgdi Glx Pro Max Awd,2024,45469.0,bencina,antofagasta,20590000.0,8,659,0,1,452.8260391466901,0,Depreciacion Media,0.43737860274184653,-0.4857896682460164,0.7802581196468457,-0.09868588982489164,-1.3823693328702753,-0.5034976824218809
chery,Tiggo 2.0 Tgdi Glx Pro Max Awd,2024,25272.0,bencina,araucania,20590000.0,8,659,0,2,814.703438452103,0,Depreciacion Media,0.43737860274184653,-0.8798575610676681,0.7802581196468457,0.08398788859147956,-1.3823693328702753,-0.5034976824218809
chery,Tiggo 2.0 Tgdi Glx Pro Max Awd,2024,37747.0,bencina,araucania,20590000.0,8,659,0,2,545.4593620854085,0,Depreciacion Media,0.43737860274184653,-0.6364552259213541,0.7802581196468457,-0.051925083151252834,-1.3823693328702753,-0.5034976824218809
chery,Tiggo 2.0 Tgdi Glx Pro Max Awd,2024,23489.0,bencina,araucania,20790000.0,8,659,0,2,885.0574712643678,0,Depreciacion Media,0.45758297929757963,-0.9146460471250532,0.7802581196468457,0.11950222860086829,-1.3823693328702753,-0.5034976824218809
chery,Tiggo 2.0 Tgdi Glx Pro Max Awd,2024,23296.0,bencina,araucania,20790000.0,8,659,0,2,892.3895780572606,0,Depreciacion Media,0.45758297929757963,-0.9184117105064751,0.7802581196468457,0.12320343694983088,-1.3823693328702753,-0.5034976824218809
chery,Tiggo 2.0 Tgdi Glx Pro Max Awd,2024,36672.0,bencina,santiago,20790000.0,8,659,0,70,566.9020805497232,0,Depreciacion Media,0.45758297929757963,-0.6574297758437819,0.7802581196468457,-0.041100913394000294,-1.3823693328702753,-0.5034976824218809
chery,Tiggo 2.0 Tgdi Glx Pro Max Awd,2024,26596.0,bencina,santiago,20790000.0,8,659,0,70,781.6671053126292,0,Depreciacion Media,0.45758297929757963,-0.854024720046929,0.7802581196468457,0.06731132406660739,-1.3823693328702753,-0.5034976824218809
chery,Tiggo 2.0 Tgdi Glx Pro Max Awd,2024,27498.0,bencina,santiago,19790000.0,8,659,0,70,719.6625331830248,0,Depreciacion Media,0.3565610965189142,-0.8364256093213198,0.7802581196468457,0.03601174721614493,-1.3823693328702753,-0.5034976824218809
chery,Tiggo 2.0 Tgdi Glx Pro Max Awd,2024,20149.0,bencina,santiago,19790000.0,8,659,0,70,982.1339950372209,0,Depreciacion Media,0.3565610965189142,-0.9798134859538057,0.7802581196468457,0.16850593932486238,-1.3823693328702753,-0.5034976824218809
chevrolet,Captiva Ls,2018,67000.0,bencina,santiago,14690000.0,9,157,0,70,219.2504589483739,0,Depreciacion Media,-0.15865050565227942,-0.06569382231132391,-0.90838168541912,-0.21659359520389496,-1.3373856109460869,-0.5034976824218809
chevrolet,Captiva Lt 1.5,2020,49258.0,bencina,santiago,15690000.0,9,158,0,70,318.5204734160255,0,Depreciacion Media,-0.05762862287361401,-0.4118616964729194,-0.34550175039713144,-0.16648262209239312,-1.3373856109460869,-0.5034976824218809
chevrolet,Captiva Captiva 1.5 Premier,2021,23500.0,bencina,santiago,16900000.0,9,156,0,70,719.1183353899834,0,Depreciacion Media,0.06460785528857114,-0.9144314238235213,-0.06406178288613719,0.035737039076726596,-1.3373856109460869,-0.5034976824218809
chevrolet,Captiva 1.5t Premier Fwd Cvt At 5,2022,76313.0,bencina,antofagasta,12990000.0,9,154,0,1,170.21778441701392,0,Depreciacion Media,-0.3303877063760106,0.11601406924920699,0.21737818462485708,-0.24134502742844313,-1.3373856109460869,-0.5034976824218809
chevrolet,Captiva 1.5t Premier Fwd Cvt At 5,2022,38776.0,bencina,biobio,14290000.0,9,154,0,6,368.51742012017434,0,Depreciacion Media,-0.19905925876374558,-0.6163781916235138,0.21737818462485708,-0.14124443042510765,-1.3373856109460869,-0.5034976824218809
chevrolet,Captiva 1.5,2022,22000.0,bencina,santiago,16900000.0,9,153,0,70,768.1469024135266,0,Depreciacion Media,0.06460785528857114,-0.9436982376687695,0.21737818462485708,0.060486397853266746,-1.3373856109460869,-0.5034976824218809
chevrolet,Captiva 1.5t Premier Fwd Mt 5p,2022,14392.0,bencina,tarapaca,12990000.0,9,155,0,74,902.5220593343987,0,Depreciacion Media,-0.3303877063760106,-1.0921395174918682,0.21737818462485708,0.128318259381905,-1.3373856109460869,-0.5034976824218809
chevrolet,Captiva 1.5t Premier Fwd Mt 5p,2022,38839.0,bencina,tarapaca,9980000.0,9,155,0,74,256.95159629248195,0,Depreciacion Media,-0.6344635735397935,-0.6151489854420134,0.21737818462485708,-0.1975622624308019,-1.3373856109460869,-0.5034976824218809
chevrolet,Cavalier Cavalier 1.5,2020,37800.0,bencina,santiago,11700000.0,9,163,0,70,309.51562127986034,0,Depreciacion Media,-0.460705935160489,-0.6354211318321552,-0.34550175039713144,-0.17102822335666476,-1.3373856109460869,-0.5034976824218809
chevrolet,Colorado High Country At 4x4,2023,99900.0,diesel,santiago,23970000.0,9,181,1,70,239.93753816278115,0,Depreciacion Media,0.7788325665337357,0.5762249613611197,0.49881815213585134,-0.20615086810419783,-1.3373856109460869,1.2993191108652569
chevrolet,Colorado 2.8td Wt Mt 4wd S,2024,13373.0,diesel,araucania,26990000.0,9,180,1,2,2018.0948108269777,2,Depreciacion Baja,1.0839186525253053,-1.1120214396974069,0.7802581196468457,0.6914534261666871,-1.3373856109460869,1.2993191108652569
chevrolet,Colorado 2.8 Work Truck Mt,2025,32506.0,diesel,santiago,27490000.0,9,179,1,70,845.664010828437,2,Depreciacion Baja,1.1344295939146378,-0.7387134734966512,1.0616980871578399,0.0996166201695609,-1.3373856109460869,1.2993191108652569
chevrolet,D-max E5 Dcab 4x4 2.5,2019,171331.0,diesel,santiago,11950000.0,9,236,1,70,69.74762449513226,1,Depreciacion Alta,-0.4354504644658227,1.9699301478810685,-0.6269417179081257,-0.2920618275553768,-1.3373856109460869,1.2993191108652569
chevrolet,Equinox At,2018,100923.0,bencina,santiago,15250000.0,9,267,0,70,151.10380087987,1,Depreciacion Alta,-0.10207825129622679,0.5961849284035788,-0.90838168541912,-0.25099366423201314,-1.3373856109460869,-0.5034976824218809
chevrolet,Montana 1.2t Premier S 4x2 Mt 4p,2024,78387.0,bencina,biobio,15990000.0,9,428,0,6,203.9853038730418,0,Depreciacion Media,-0.027322058040014384,0.15648031719257016,0.7802581196468457,-0.2242993639561715,-1.3373856109460869,-0.5034976824218809
chevrolet,N400 1.5,2023,29374.0,bencina,santiago,8990000.0,9,450,0,70,306.0425531914894,0,Depreciacion Media,-0.7344752374906723,-0.7998225808055294,0.49881815213585134,-0.1727814095783459,-1.3373856109460869,-0.5034976824218809
chevrolet,Onix Ltz,2018,29000.0,bencina,santiago,9490000.0,9,478,0,70,327.2300955139478,0,Depreciacion Media,-0.6839642961013396,-0.8071197730576113,-0.90838168541912,-0.16208605137463072,-1.3373856109460869,-0.5034976824218809
chevrolet,Onix 1.0t Lt 4x2 Sedan Mt 4p,2021,105745.0,bencina,araucania,8590000.0,9,472,0,2,81.23238704064457,0,Depreciacion Media,-0.7748839906021385,0.6902679793114367,-0.06406178288613719,-0.28626438076143396,-1.3373856109460869,-0.5034976824218809
chevrolet,Onix Nb Lt 1.0t,2021,14336.0,bencina,santiago,11645000.0,9,479,0,70,812.234079654042,0,Depreciacion Media,-0.4662621387133156,-1.0932321452087574,-0.06406178288613719,0.08274136945883043,-1.3373856109460869,-0.5034976824218809
chevrolet,Onix Hb Ltz 1.0t Mt,2021,40000.0,bencina,santiago,9500000.0,9,477,0,70,237.49406264843378,0,Depreciacion Media,-0.682954077273553,-0.5924964715257912,-0.06406178288613719,-0.2073843214934685,-1.3373856109460869,-0.5034976824218809
chevrolet,Onix 1.0t Rs Mt 5p,2022,23985.0,bencina,tarapaca,9490000.0,9,475,0,74,395.6474610189277,0,Depreciacion Media,-0.6839642961013396,-0.9049684873468911,0.21737818462485708,-0.1275493306784023,-1.3373856109460869,-0.5034976824218809
chevrolet,Onix 1.0t Rs R 4x2 Hb Mt 5p,2024,33560.0,bencina,antofagasta,12090000.0,9,476,0,1,360.2395637793868,0,Depreciacion Media,-0.4213074008768095,-0.7181486589680568,0.7802581196468457,-0.14542304809468853,-1.3373856109460869,-0.5034976824218809
chevrolet,Onix 1.0t Rs R 4x2 Hb Mt 5p,2024,41710.0,bencina,antofagasta,12090000.0,9,476,0,1,289.8515978998346,0,Depreciacion Media,-0.4213074008768095,-0.5591323037422083,0.7802581196468457,-0.18095451733521067,-1.3373856109460869,-0.5034976824218809
chevrolet,Onix 1.0t Rs R 4x2 Hb Mt 5p,2024,38859.0,bencina,antofagasta,12090000.0,9,476,0,1,311.11682964487903,0,Depreciacion Media,-0.4213074008768095,-0.61475876125741,0.7802581196468457,-0.17021994192590595,-1.3373856109460869,-0.5034976824218809
chevrolet,Onix 1.0t Rs R 4x2 Hb Mt 5p,2024,32744.0,bencina,antofagasta,12090000.0,9,476,0,1,369.2166743014201,0,Depreciacion Media,-0.4213074008768095,-0.7340698056998718,0.7802581196468457,-0.14089145064906533,-1.3373856109460869,-0.5034976824218809
chevrolet,Onix 1.0t Rs R 4x2 Hb Mt 5p,2024,54025.0,bencina,araucania,11590000.0,9,476,0,2,214.52633917002925,0,Depreciacion Media,-0.4718183422661422,-0.3188517620727207,0.7802581196468457,-0.21897830563692589,-1.3373856109460869,-0.5034976824218809
chevrolet,Onix 1.0t Rs R 4x2 Hb Mt 5p,2024,32498.0,bencina,araucania,12090000.0,9,476,0,2,372.01144650604635,0,Depreciacion Media,-0.4213074008768095,-0.7388695631704925,0.7802581196468457,-0.1394806645667843,-1.3373856109460869,-0.5034976824218809
chevrolet,Onix 1.0t Rs R 4x2 Hb Mt 5p,2024,38196.0,bencina,araucania,12090000.0,9,476,0,2,316.51700395319006,0,Depreciacion Media,-0.4213074008768095,-0.6276946929770097,0.7802581196468457,-0.16749396277689133,-1.3373856109460869,-0.5034976824218809
chevrolet,Onix 1.0t Rs R 4x2 Hb Mt 5p,2024,42015.0,bencina,araucania,11590000.0,9,476,0,2,275.84729626808837,0,Depreciacion Media,-0.4718183422661422,-0.5531813849270079,0.7802581196468457,-0.1880238140032642,-1.3373856109460869,-0.5034976824218809
chevrolet,Onix 1.0t Rs R 4x2 Hb Mt 5p,2024,38544.0,bencina,araucania,11790000.0,9,476,0,2,305.8762485406668,0,Depreciacion Media,-0.4516139657104091,-0.6209047921649121,0.7802581196468457,-0.1728653592778637,-1.3373856109460869,-0.5034976824218809
chevrolet,Onix 1.0t Rs R 4x2 Hb Mt 5p,2024,33708.0,bencina,araucania,11790000.0,9,476,0,2,349.75822480643154,0,Depreciacion Media,-0.4516139657104091,-0.7152610000019923,0.7802581196468457,-0.15071397202839512,-1.3373856109460869,-0.5034976824218809
chevrolet,Onix 1.0t Ltz Mt R,2024,3840.0,bencina,biobio,10490000.0,9,474,0,6,2731.0596198906533,0,Depreciacion Media,-0.5829424133226742,-1.2980217972885741,0.7802581196468457,1.051354253904343,-1.3373856109460869,-0.5034976824218809
chevrolet,Onix 1.0t Lt R 4x2 Hb Mt 5p,2024,38006.0,bencina,biobio,12090000.0,9,473,0,6,318.09929749782935,0,Depreciacion Media,-0.4213074008768095,-0.6314018227307412,0.7802581196468457,-0.16669522944643775,-1.3373856109460869,-0.5034976824218809
chevrolet,Onix 1.0t Rs R 4x2 Hb Mt 5p,2024,29821.0,bencina,santiago,12090000.0,9,476,0,70,405.4054054054054,0,Depreciacion Media,-0.4213074008768095,-0.7911010702796454,0.7802581196468457,-0.12262357246836741,-1.3373856109460869,-0.5034976824218809
chevrolet,Onix 1.0t Rs R 4x2 Hb Mt 5p,2024,31521.0,bencina,santiago,12090000.0,9,476,0,70,383.54165344838526,0,Depreciacion Media,-0.4213074008768095,-0.7579320145883641,0.7802581196468457,-0.13366027768403757,-1.3373856109460869,-0.5034976824218809
chevrolet,Onix 1.0 Rs R Mt,2024,36920.0,bencina,santiago,12090000.0,9,471,0,70,327.45591939546597,0,Depreciacion Media,-0.4213074008768095,-0.6525909959547008,0.7802581196468457,-0.16197205668534437,-1.3373856109460869,-0.5034976824218809
chevrolet,Onix 1.0t Rs R 4x2 Hb Mt 5p,2024,44497.0,bencina,santiago,11890000.0,9,476,0,70,267.20302036046564,0,Depreciacion Media,-0.4415117774325426,-0.5047545636177372,0.7802581196468457,-0.1923873983131712,-1.3373856109460869,-0.5034976824218809
chevrolet,Prisma 1.4l Lt Mt,2019,54600.0,bencina,santiago,10580000.0,9,505,0,70,193.76934488379334,0,Depreciacion Media,-0.5738504438725943,-0.30763281676537557,-0.6269417179081257,-0.22945632549147232,-1.3373856109460869,-0.5034976824218809
chevrolet,Prisma Ltz,2020,78600.0,bencina,santiago,9290000.0,9,506,0,70,118.19188051042607,0,Depreciacion Media,-0.7041686726570727,0.16063620475859539,-0.34550175039713144,-0.26760742585505115,-1.3373856109460869,-0.5034976824218809
chevrolet,Sail 1.4 Lt 4x2 Mt 4p,2014,62245.0,bencina,tarapaca,3290000.0,9,588,0,74,52.85480191498249,1,Depreciacion Alta,-1.3102999693290651,-0.15846962220076066,-2.034141555463097,-0.30058923417086697,-1.3373856109460869,-0.5034976824218809
chevrolet,Sail 1.5 4x2 Mt 4p,2023,112401.0,bencina,araucania,6990000.0,9,589,0,2,62.18750556039928,0,Depreciacion Media,-0.9365190030480032,0.820134587947418,0.49881815213585134,-0.29587813521574907,-1.3373856109460869,-0.5034976824218809
chevrolet,Silverado Cc Dcab 4x4 5.3,2020,146653.0,bencina,santiago,37990000.0,9,600,0,70,259.04509934948925,1,Depreciacion Alta,2.195159363090625,1.4884325264990452,-0.34550175039713144,-0.19650547326882667,-1.3373856109460869,-0.5034976824218809
chevrolet,Silverado 5.3 Lt Trailboss Z71 4x4,2021,84674.0,bencina,biobio,31390000.0,9,598,0,6,370.71154413935636,0,Depreciacion Media,1.528414936751433,0.27914728962262036,-0.06406178288613719,-0.14013684833883366,-1.3373856109460869,-0.5034976824218809
chevrolet,Silverado 6.2 Zr2 Auto Dc 4wd,2024,31976.0,bencina,santiago,42800000.0,9,599,0,70,1338.4620195765706,2,Depreciacion Baja,2.6810746192560058,-0.7490544143886388,0.7802581196468457,0.34837842299801125,-1.3373856109460869,-0.5034976824218809
